PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
324,1,2," Mrs. Albert Francis (Sylvia Mae Harbaugh) Caldwell",female,22,1,1,248738,29,,S
325,0,3," Mr. George John Jr Sage",male,,8,2,CA. 2343,69.55,,S
326,1,1," Miss. Marie Grice Young",female,36,0,0,PC 17760,135.6333,C32,C
327,0,3," Mr. Johan Hansen Nysveen",male,61,0,0,345364,6.2375,,S
328,1,2," Mrs. (Ada E Hall) Ball",female,36,0,0,28551,13,D,S
329,1,3," Mrs. Frank John (Emily Alice Brown) Goldsmith",female,31,1,1,363291,20.525,,S
330,1,1," Miss. Jean Gertrude Hippach",female,16,0,1,111361,57.9792,B18,C
331,1,3," Miss. Agnes McCoy",female,,2,0,367226,23.25,,Q
332,0,1," Mr. Austen Partner",male,45.5,0,0,113043,28.5,C124,S
333,0,1," Mr. George Edward Graham",male,38,0,1,PC 17582,153.4625,C91,S
334,0,3," Mr. Leo Edmondus Vander Planke",male,16,2,0,345764,18,,S
335,1,1," Mrs. Henry William (Clara Heinsheimer) Frauenthal",female,,1,0,PC 17611,133.65,,S
336,0,3," Mr. Mitto Denkoff",male,,0,0,349225,7.8958,,S
337,0,1," Mr. Thomas Clinton Pears",male,29,1,0,113776,66.6,C2,S
338,1,1," Miss. Elizabeth Margaret Burns",female,41,0,0,16966,134.5,E40,C
339,1,3," Mr. Karl Edwart Dahl",male,45,0,0,7598,8.05,,S
340,0,1," Mr. Stephen Weart Blackwell",male,45,0,0,113784,35.5,T,S
341,1,2," Master. Edmond Roger Navratil",male,2,1,1,230080,26,F2,S
342,1,1," Miss. Alice Elizabeth Fortune",female,24,3,2,19950,263,C23 C25 C27,S
343,0,2," Mr. Erik Gustaf Collander",male,28,0,0,248740,13,,S
344,0,2," Mr. Charles Frederick Waddington Sedgwick",male,25,0,0,244361,13,,S
345,0,2," Mr. Stanley Hubert Fox",male,36,0,0,229236,13,,S
346,1,2," Miss. Amelia ""Mildred"" Brown",female,24,0,0,248733,13,F33,S
347,1,2," Miss. Marion Elsie Smith",female,40,0,0,31418,13,,S
348,1,3," Mrs. Thomas Henry (Mary E Finck) Davison",female,,1,0,386525,16.1,,S
349,1,3," Master. William Loch ""William"" Coutts",male,3,1,1,C.A. 37671,15.9,,S
350,0,3," Mr. Jovan Dimic",male,42,0,0,315088,8.6625,,S
351,0,3," Mr. Nils Martin Odahl",male,23,0,0,7267,9.225,,S
352,0,1," Mr. Fletcher Fellows Williams-Lambert",male,,0,0,113510,35,C128,S
353,0,3," Mr. Tannous Elias",male,15,1,1,2695,7.2292,,C
354,0,3," Mr. Josef Arnold-Franchi",male,25,1,0,349237,17.8,,S
355,0,3," Mr. Wazli Yousif",male,,0,0,2647,7.225,,C
356,0,3," Mr. Leo Peter Vanden Steen",male,28,0,0,345783,9.5,,S
357,1,1," Miss. Elsie Edith Bowerman",female,22,0,1,113505,55,E33,S
358,0,2," Miss. Annie Clemmer Funk",female,38,0,0,237671,13,,S
359,1,3," Miss. Mary McGovern",female,,0,0,330931,7.8792,,Q
360,1,3," Miss. Helen Mary ""Ellie"" Mockler",female,,0,0,330980,7.8792,,Q
361,0,3," Mr. Wilhelm Skoog",male,40,1,4,347088,27.9,,S
362,0,2," Mr. Sebastiano del Carlo",male,29,1,0,SC/PARIS 2167,27.7208,,C
363,0,3," Mrs. (Catherine David) Barbara",female,45,0,1,2691,14.4542,,C
364,0,3," Mr. Adola Asim",male,35,0,0,SOTON/O.Q. 3101310,7.05,,S
365,0,3," Mr. Thomas O'Brien",male,,1,0,370365,15.5,,Q
366,0,3," Mr. Mauritz Nils Martin Adahl",male,30,0,0,C 7076,7.25,,S
367,1,1," Mrs. Frank Manley (Anna Sophia Atkinson) Warren",female,60,1,0,110813,75.25,D37,C
368,1,3," Mrs. (Mantoura Boulos) Moussa",female,,0,0,2626,7.2292,,C
369,1,3," Miss. Annie Jermyn",female,,0,0,14313,7.75,,Q
370,1,1," Mme. Leontine Pauline Aubart",female,24,0,0,PC 17477,69.3,B35,C
371,1,1," Mr. George Achilles Harder",male,25,1,0,11765,55.4417,E50,C
372,0,3," Mr. Jakob Alfred Wiklund",male,18,1,0,3101267,6.4958,,S
373,0,3," Mr. William Thomas Beavan",male,19,0,0,323951,8.05,,S
374,0,1," Mr. Sante Ringhini",male,22,0,0,PC 17760,135.6333,,C
375,0,3," Miss. Stina Viola Palsson",female,3,3,1,349909,21.075,,S
376,1,1," Mrs. Edgar Joseph (Leila Saks) Meyer",female,,1,0,PC 17604,82.1708,,C
377,1,3," Miss. Aurora Adelia Landergren",female,22,0,0,C 7077,7.25,,S
378,0,1," Mr. Harry Elkins Widener",male,27,0,2,113503,211.5,C82,C
379,0,3," Mr. Tannous Betros",male,20,0,0,2648,4.0125,,C
380,0,3," Mr. Karl Gideon Gustafsson",male,19,0,0,347069,7.775,,S
381,1,1," Miss. Rosalie Bidois",female,42,0,0,PC 17757,227.525,,C
382,1,3," Miss. Maria (""Mary"") Nakid",female,1,0,2,2653,15.7417,,C
383,0,3," Mr. Juho Tikkanen",male,32,0,0,STON/O 2. 3101293,7.925,,S
384,1,1," Mrs. Alexander Oskar (Mary Aline Towner) Holverson",female,35,1,0,113789,52,,S
385,0,3," Mr. Vasil Plotcharsky",male,,0,0,349227,7.8958,,S
386,0,2," Mr. Charles Henry Davies",male,18,0,0,S.O.C. 14879,73.5,,S
387,0,3," Master. Sidney Leonard Goodwin",male,1,5,2,CA 2144,46.9,,S
388,1,2," Miss. Kate Buss",female,36,0,0,27849,13,,S
389,0,3," Mr. Matthew Sadlier",male,,0,0,367655,7.7292,,Q
390,1,2," Miss. Bertha Lehmann",female,17,0,0,SC 1748,12,,C
391,1,1," Mr. William Ernest Carter",male,36,1,2,113760,120,B96 B98,S
392,1,3," Mr. Carl Olof Jansson",male,21,0,0,350034,7.7958,,S
393,0,3," Mr. Johan Birger Gustafsson",male,28,2,0,3101277,7.925,,S
394,1,1," Miss. Marjorie Newell",female,23,1,0,35273,113.275,D36,C
395,1,3," Mrs. Hjalmar (Agnes Charlotta Bengtsson) Sandstrom",female,24,0,2,PP 9549,16.7,G6,S
396,0,3," Mr. Erik Johansson",male,22,0,0,350052,7.7958,,S
397,0,3," Miss. Elina Olsson",female,31,0,0,350407,7.8542,,S
398,0,2," Mr. Peter David McKane",male,46,0,0,28403,26,,S
399,0,2," Dr. Alfred Pain",male,23,0,0,244278,10.5,,S
400,1,2," Mrs. William H (Jessie L) Trout",female,28,0,0,240929,12.65,,S
401,1,3," Mr. Juha Niskanen",male,39,0,0,STON/O 2. 3101289,7.925,,S
402,0,3," Mr. John Adams",male,26,0,0,341826,8.05,,S
403,0,3," Miss. Mari Aina Jussila",female,21,1,0,4137,9.825,,S
404,0,3," Mr. Pekka Pietari Hakkarainen",male,28,1,0,STON/O2. 3101279,15.85,,S
405,0,3," Miss. Marija Oreskovic",female,20,0,0,315096,8.6625,,S
406,0,2," Mr. Shadrach Gale",male,34,1,0,28664,21,,S
407,0,3," Mr. Carl/Charles Peter Widegren",male,51,0,0,347064,7.75,,S
408,1,2," Master. William Rowe Richards",male,3,1,1,29106,18.75,,S
409,0,3," Mr. Hans Martin Monsen Birkeland",male,21,0,0,312992,7.775,,S
410,0,3," Miss. Ida Lefebre",female,,3,1,4133,25.4667,,S
411,0,3," Mr. Todor Sdycoff",male,,0,0,349222,7.8958,,S
412,0,3," Mr. Henry Hart",male,,0,0,394140,6.8583,,Q
413,1,1," Miss. Daisy E Minahan",female,33,1,0,19928,90,C78,Q
414,0,2," Mr. Alfred Fleming Cunningham",male,,0,0,239853,0,,S
415,1,3," Mr. Johan Julian Sundman",male,44,0,0,STON/O 2. 3101269,7.925,,S
416,0,3," Mrs. Thomas (Annie Louise Rowley) Meek",female,,0,0,343095,8.05,,S
417,1,2," Mrs. James Vivian (Lulu Thorne Christian) Drew",female,34,1,1,28220,32.5,,S
418,1,2," Miss. Lyyli Karoliina Silven",female,18,0,2,250652,13,,S
419,0,2," Mr. William John Matthews",male,30,0,0,28228,13,,S
420,0,3," Miss. Catharina Van Impe",female,10,0,2,345773,24.15,,S
421,0,3," Mr. Stanio Gheorgheff",male,,0,0,349254,7.8958,,C
422,0,3," Mr. David Charters",male,21,0,0,A/5. 13032,7.7333,,Q
423,0,3," Mr. Leo Zimmerman",male,29,0,0,315082,7.875,,S
424,0,3," Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren) Danbom",female,28,1,1,347080,14.4,,S
425,0,3," Mr. Viktor Richard Rosblom",male,18,1,1,370129,20.2125,,S
426,0,3," Mr. Phillippe Wiseman",male,,0,0,A/4. 34244,7.25,,S
427,1,2," Mrs. Charles V (Ada Maria Winfield) Clarke",female,28,1,0,2003,26,,S
428,1,2," Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"") Phillips",female,19,0,0,250655,26,,S
429,0,3," Mr. James Flynn",male,,0,0,364851,7.75,,Q
430,1,3," Mr. Berk (Berk Trembisky) Pickard",male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S
431,1,1," Mr. Mauritz Hakan Bjornstrom-Steffansson",male,28,0,0,110564,26.55,C52,S
432,1,3," Mrs. Percival (Florence Kate White) Thorneycroft",female,,1,0,376564,16.1,,S
433,1,2," Mrs. Charles Alexander (Alice Adelaide Slow) Louch",female,42,1,0,SC/AH 3085,26,,S
434,0,3," Mr. Nikolai Erland Kallio",male,17,0,0,STON/O 2. 3101274,7.125,,S
435,0,1," Mr. William Baird Silvey",male,50,1,0,13507,55.9,E44,S
436,1,1," Miss. Lucile Polk Carter",female,14,1,2,113760,120,B96 B98,S
437,0,3," Miss. Doolina Margaret ""Daisy"" Ford",female,21,2,2,W./C. 6608,34.375,,S
438,1,2," Mrs. Sidney (Emily Hocking) Richards",female,24,2,3,29106,18.75,,S
439,0,1," Mr. Mark Fortune",male,64,1,4,19950,263,C23 C25 C27,S
440,0,2," Mr. Johan Henrik Johannesson Kvillner",male,31,0,0,C.A. 18723,10.5,,S
441,1,2," Mrs. Benjamin (Esther Ada Bloomfield) Hart",female,45,1,1,F.C.C. 13529,26.25,,S
442,0,3," Mr. Leon Hampe",male,20,0,0,345769,9.5,,S
443,0,3," Mr. Johan Emil Petterson",male,25,1,0,347076,7.775,,S
444,1,2," Ms. Encarnacion Reynaldo",female,28,0,0,230434,13,,S
445,1,3," Mr. Bernt Johannesen-Bratthammer",male,,0,0,65306,8.1125,,S
446,1,1," Master. Washington Dodge",male,4,0,2,33638,81.8583,A34,S
447,1,2," Miss. Madeleine Violet Mellinger",female,13,0,1,250644,19.5,,S
448,1,1," Mr. Frederic Kimber Seward",male,34,0,0,113794,26.55,,S
449,1,3," Miss. Marie Catherine Baclini",female,5,2,1,2666,19.2583,,C
450,1,1," Major. Arthur Godfrey Peuchen",male,52,0,0,113786,30.5,C104,S
451,0,2," Mr. Edwy Arthur West",male,36,1,2,C.A. 34651,27.75,,S
452,0,3," Mr. Ingvald Olai Olsen Hagland",male,,1,0,65303,19.9667,,S
453,0,1," Mr. Benjamin Laventall Foreman",male,30,0,0,113051,27.75,C111,C
454,1,1," Mr. Samuel L Goldenberg",male,49,1,0,17453,89.1042,C92,C
455,0,3," Mr. Joseph Peduzzi",male,,0,0,A/5 2817,8.05,,S
456,1,3," Mr. Ivan Jalsevac",male,29,0,0,349240,7.8958,,C
457,0,1," Mr. Francis Davis Millet",male,65,0,0,13509,26.55,E38,S
458,1,1," Mrs. Frederick R (Marion) Kenyon",female,,1,0,17464,51.8625,D21,S
459,1,2," Miss. Ellen Toomey",female,50,0,0,F.C.C. 13531,10.5,,S
460,0,3," Mr. Maurice O'Connor",male,,0,0,371060,7.75,,Q
461,1,1," Mr. Harry Anderson",male,48,0,0,19952,26.55,E12,S
462,0,3," Mr. William Morley",male,34,0,0,364506,8.05,,S
463,0,1," Mr. Arthur H Gee",male,47,0,0,111320,38.5,E63,S
464,0,2," Mr. Jacob Christian Milling",male,48,0,0,234360,13,,S
465,0,3," Mr. Simon Maisner",male,,0,0,A/S 2816,8.05,,S
466,0,3," Mr. Manuel Estanslas Goncalves",male,38,0,0,SOTON/O.Q. 3101306,7.05,,S
467,0,2," Mr. William Campbell",male,,0,0,239853,0,,S
468,0,1," Mr. John Montgomery Smart",male,56,0,0,113792,26.55,,S
469,0,3," Mr. James Scanlan",male,,0,0,36209,7.725,,Q
470,1,3," Miss. Helene Barbara Baclini",female,0.75,2,1,2666,19.2583,,C
471,0,3," Mr. Arthur Keefe",male,,0,0,323592,7.25,,S
472,0,3," Mr. Luka Cacic",male,38,0,0,315089,8.6625,,S
473,1,2," Mrs. Edwy Arthur (Ada Mary Worth) West",female,33,1,2,C.A. 34651,27.75,,S
474,1,2," Mrs. Amin S (Marie Marthe Thuillard) Jerwan",female,23,0,0,SC/AH Basle 541,13.7917,D,C
475,0,3," Miss. Ida Sofia Strandberg",female,22,0,0,7553,9.8375,,S
476,0,1," Mr. George Quincy Clifford",male,,0,0,110465,52,A14,S
477,0,2," Mr. Peter Henry Renouf",male,34,1,0,31027,21,,S
478,0,3," Mr. Lewis Richard Braund",male,29,1,0,3460,7.0458,,S
479,0,3," Mr. Nils August Karlsson",male,22,0,0,350060,7.5208,,S
480,1,3," Miss. Hildur E Hirvonen",female,2,0,1,3101298,12.2875,,S
481,0,3," Master. Harold Victor Goodwin",male,9,5,2,CA 2144,46.9,,S
482,0,2," Mr. Anthony Wood ""Archie"" Frost",male,,0,0,239854,0,,S
483,0,3," Mr. Richard Henry Rouse",male,50,0,0,A/5 3594,8.05,,S
484,1,3," Mrs. (Hedwig) Turkula",female,63,0,0,4134,9.5875,,S
485,1,1," Mr. Dickinson H Bishop",male,25,1,0,11967,91.0792,B49,C
486,0,3," Miss. Jeannie Lefebre",female,,3,1,4133,25.4667,,S
487,1,1," Mrs. Frederick Maxfield (Jane Anne Forby) Hoyt",female,35,1,0,19943,90,C93,S
488,0,1," Mr. Edward Austin Kent",male,58,0,0,11771,29.7,B37,C
489,0,3," Mr. Francis William Somerton",male,30,0,0,A.5. 18509,8.05,,S
490,1,3," Master. Eden Leslie ""Neville"" Coutts",male,9,1,1,C.A. 37671,15.9,,S
491,0,3," Mr. Konrad Mathias Reiersen Hagland",male,,1,0,65304,19.9667,,S
492,0,3," Mr. Einar Windelov",male,21,0,0,SOTON/OQ 3101317,7.25,,S
493,0,1," Mr. Harry Markland Molson",male,55,0,0,113787,30.5,C30,S
494,0,1," Mr. Ramon Artagaveytia",male,71,0,0,PC 17609,49.5042,,C
495,0,3," Mr. Edward Roland Stanley",male,21,0,0,A/4 45380,8.05,,S
496,0,3," Mr. Gerious Yousseff",male,,0,0,2627,14.4583,,C
497,1,1," Miss. Elizabeth Mussey Eustis",female,54,1,0,36947,78.2667,D20,C
498,0,3," Mr. Frederick William Shellard",male,,0,0,C.A. 6212,15.1,,S
499,0,1," Mrs. Hudson J C (Bessie Waldo Daniels) Allison",female,25,1,2,113781,151.55,C22 C26,S
500,0,3," Mr. Olof Svensson",male,24,0,0,350035,7.7958,,S
501,0,3," Mr. Petar Calic",male,17,0,0,315086,8.6625,,S
502,0,3," Miss. Mary Canavan",female,21,0,0,364846,7.75,,Q
503,0,3," Miss. Bridget Mary O'Sullivan",female,,0,0,330909,7.6292,,Q
504,0,3," Miss. Kristina Sofia Laitinen",female,37,0,0,4135,9.5875,,S
505,1,1," Miss. Roberta Maioni",female,16,0,0,110152,86.5,B79,S
506,0,1," Mr. Victor de Satode Penasco y Castellana",male,18,1,0,PC 17758,108.9,C65,C
507,1,2," Mrs. Frederick Charles (Jane Richards) Quick",female,33,0,2,26360,26,,S
508,1,1," Mr. George (""George Arthur Brayton"") Bradley",male,,0,0,111427,26.55,,S
509,0,3," Mr. Henry Margido Olsen",male,28,0,0,C 4001,22.525,,S
510,1,3," Mr. Fang Lang",male,26,0,0,1601,56.4958,,S
511,1,3," Mr. Eugene Patrick Daly",male,29,0,0,382651,7.75,,Q
512,0,3," Mr. James Webber",male,,0,0,SOTON/OQ 3101316,8.05,,S
513,1,1," Mr. James Robert McGough",male,36,0,0,PC 17473,26.2875,E25,S
514,1,1," Mrs. Martin (Elizabeth L. Barrett) Rothschild",female,54,1,0,PC 17603,59.4,,C
515,0,3," Mr. Satio Coleff",male,24,0,0,349209,7.4958,,S
516,0,1," Mr. William Anderson Walker",male,47,0,0,36967,34.0208,D46,S
517,1,2," Mrs. (Amelia Milley) Lemore",female,34,0,0,C.A. 34260,10.5,F33,S
518,0,3," Mr. Patrick Ryan",male,,0,0,371110,24.15,,Q
519,1,2," Mrs. William A (Florence ""Mary"" Agnes Hughes) Angle",female,36,1,0,226875,26,,S
520,0,3," Mr. Stefo Pavlovic",male,32,0,0,349242,7.8958,,S
521,1,1," Miss. Anne Perreault",female,30,0,0,12749,93.5,B73,S
522,0,3," Mr. Janko Vovk",male,22,0,0,349252,7.8958,,S
523,0,3," Mr. Sarkis Lahoud",male,,0,0,2624,7.225,,C
524,1,1," Mrs. Louis Albert (Ida Sophia Fischer) Hippach",female,44,0,1,111361,57.9792,B18,C
525,0,3," Mr. Fared Kassem",male,,0,0,2700,7.2292,,C
526,0,3," Mr. James Farrell",male,40.5,0,0,367232,7.75,,Q
527,1,2," Miss. Lucy Ridsdale",female,50,0,0,W./C. 14258,10.5,,S
528,0,1," Mr. John Farthing",male,,0,0,PC 17483,221.7792,C95,S
529,0,3," Mr. Johan Werner Salonen",male,39,0,0,3101296,7.925,,S
530,0,2," Mr. Richard George Hocking",male,23,2,1,29104,11.5,,S
531,1,2," Miss. Phyllis May Quick",female,2,1,1,26360,26,,S
532,0,3," Mr. Nakli Toufik",male,,0,0,2641,7.2292,,C
533,0,3," Mr. Joseph Jr Elias",male,17,1,1,2690,7.2292,,C
534,1,3," Mrs. Catherine (Catherine Rizk) Peter",female,,0,2,2668,22.3583,,C
535,0,3," Miss. Marija Cacic",female,30,0,0,315084,8.6625,,S
536,1,2," Miss. Eva Miriam Hart",female,7,0,2,F.C.C. 13529,26.25,,S
537,0,1," Major. Archibald Willingham Butt",male,45,0,0,113050,26.55,B38,S
538,1,1," Miss. Bertha LeRoy",female,30,0,0,PC 17761,106.425,,C
539,0,3," Mr. Samuel Beard Risien",male,,0,0,364498,14.5,,S
540,1,1," Miss. Hedwig Margaritha Frolicher",female,22,0,2,13568,49.5,B39,C
541,1,1," Miss. Harriet R Crosby",female,36,0,2,WE/P 5735,71,B22,S
542,0,3," Miss. Ingeborg Constanzia Andersson",female,9,4,2,347082,31.275,,S
543,0,3," Miss. Sigrid Elisabeth Andersson",female,11,4,2,347082,31.275,,S
544,1,2," Mr. Edward Beane",male,32,1,0,2908,26,,S
545,0,1," Mr. Walter Donald Douglas",male,50,1,0,PC 17761,106.425,C86,C
546,0,1," Mr. Arthur Ernest Nicholson",male,64,0,0,693,26,,S
547,1,2," Mrs. Edward (Ethel Clarke) Beane",female,19,1,0,2908,26,,S
548,1,2," Mr. Julian Padro y Manent",male,,0,0,SC/PARIS 2146,13.8625,,C
549,0,3," Mr. Frank John Goldsmith",male,33,1,1,363291,20.525,,S
550,1,2," Master. John Morgan Jr Davies",male,8,1,1,C.A. 33112,36.75,,S
551,1,1," Mr. John Borland Jr Thayer",male,17,0,2,17421,110.8833,C70,C
552,0,2," Mr. Percival James R Sharp",male,27,0,0,244358,26,,S
553,0,3," Mr. Timothy O'Brien",male,,0,0,330979,7.8292,,Q
554,1,3," Mr. Fahim (""Philip Zenni"") Leeni",male,22,0,0,2620,7.225,,C
555,1,3," Miss. Velin Ohman",female,22,0,0,347085,7.775,,S
556,0,1," Mr. George Wright",male,62,0,0,113807,26.55,,S
557,1,1," Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"") Duff Gordon",female,48,1,0,11755,39.6,A16,C
558,0,1," Mr. Victor Robbins",male,,0,0,PC 17757,227.525,,C
559,1,1," Mrs. Emil (Tillie Mandelbaum) Taussig",female,39,1,1,110413,79.65,E67,S
560,1,3," Mrs. Guillaume Joseph (Emma) de Messemaeker",female,36,1,0,345572,17.4,,S
561,0,3," Mr. Thomas Rowan Morrow",male,,0,0,372622,7.75,,Q
562,0,3," Mr. Husein Sivic",male,40,0,0,349251,7.8958,,S
563,0,2," Mr. Robert Douglas Norman",male,28,0,0,218629,13.5,,S
564,0,3," Mr. John Simmons",male,,0,0,SOTON/OQ 392082,8.05,,S
565,0,3," Miss. (Marion Ogden) Meanwell",female,,0,0,SOTON/O.Q. 392087,8.05,,S
566,0,3," Mr. Alfred J Davies",male,24,2,0,A/4 48871,24.15,,S
567,0,3," Mr. Ilia Stoytcheff",male,19,0,0,349205,7.8958,,S
568,0,3," Mrs. Nils (Alma Cornelia Berglund) Palsson",female,29,0,4,349909,21.075,,S
569,0,3," Mr. Tannous Doharr",male,,0,0,2686,7.2292,,C
570,1,3," Mr. Carl Jonsson",male,32,0,0,350417,7.8542,,S
571,1,2," Mr. George Harris",male,62,0,0,S.W./PP 752,10.5,,S
572,1,1," Mrs. Edward Dale (Charlotte Lamson) Appleton",female,53,2,0,11769,51.4792,C101,S
573,1,1," Mr. John Irwin (""Irving"") Flynn",male,36,0,0,PC 17474,26.3875,E25,S
574,1,3," Miss. Mary Kelly",female,,0,0,14312,7.75,,Q
575,0,3," Mr. Alfred George John Rush",male,16,0,0,A/4. 20589,8.05,,S
576,0,3," Mr. George Patchett",male,19,0,0,358585,14.5,,S
577,1,2," Miss. Ethel Garside",female,34,0,0,243880,13,,S
578,1,1," Mrs. William Baird (Alice Munger) Silvey",female,39,1,0,13507,55.9,E44,S
579,0,3," Mrs. Joseph (Maria Elias) Caram",female,,1,0,2689,14.4583,,C
580,1,3," Mr. Eiriik Jussila",male,32,0,0,STON/O 2. 3101286,7.925,,S
581,1,2," Miss. Julie Rachel Christy",female,25,1,1,237789,30,,S
582,1,1," Mrs. John Borland (Marian Longstreth Morris) Thayer",female,39,1,1,17421,110.8833,C68,C
583,0,2," Mr. William James Downton",male,54,0,0,28403,26,,S
584,0,1," Mr. John Hugo Ross",male,36,0,0,13049,40.125,A10,C
585,0,3," Mr. Uscher Paulner",male,,0,0,3411,8.7125,,C
586,1,1," Miss. Ruth Taussig",female,18,0,2,110413,79.65,E68,S
587,0,2," Mr. John Denzil Jarvis",male,47,0,0,237565,15,,S
588,1,1," Mr. Maxmillian Frolicher-Stehli",male,60,1,1,13567,79.2,B41,C
589,0,3," Mr. Eliezer Gilinski",male,22,0,0,14973,8.05,,S
590,0,3," Mr. Joseph Murdlin",male,,0,0,A./5. 3235,8.05,,S
591,0,3," Mr. Matti Rintamaki",male,35,0,0,STON/O 2. 3101273,7.125,,S
592,1,1," Mrs. Walter Bertram (Martha Eustis) Stephenson",female,52,1,0,36947,78.2667,D20,C
593,0,3," Mr. William James Elsbury",male,47,0,0,A/5 3902,7.25,,S
594,0,3," Miss. Mary Bourke",female,,0,2,364848,7.75,,Q
595,0,2," Mr. John Henry Chapman",male,37,1,0,SC/AH 29037,26,,S
596,0,3," Mr. Jean Baptiste Van Impe",male,36,1,1,345773,24.15,,S
597,1,2," Miss. Jessie Wills Leitch",female,,0,0,248727,33,,S
598,0,3," Mr. Alfred Johnson",male,49,0,0,LINE,0,,S
599,0,3," Mr. Hanna Boulos",male,,0,0,2664,7.225,,C
600,1,1," Sir. Cosmo Edmund (""Mr Morgan"") Duff Gordon",male,49,1,0,PC 17485,56.9292,A20,C
601,1,2," Mrs. Sidney Samuel (Amy Frances Christy) Jacobsohn",female,24,2,1,243847,27,,S
602,0,3," Mr. Petco Slabenoff",male,,0,0,349214,7.8958,,S
603,0,1," Mr. Charles H Harrington",male,,0,0,113796,42.4,,S
604,0,3," Mr. Ernst William Torber",male,44,0,0,364511,8.05,,S
605,1,1," Mr. Harry (""Mr E Haven"") Homer",male,35,0,0,111426,26.55,,C
606,0,3," Mr. Edvard Bengtsson Lindell",male,36,1,0,349910,15.55,,S
607,0,3," Mr. Milan Karaic",male,30,0,0,349246,7.8958,,S
608,1,1," Mr. Robert Williams Daniel",male,27,0,0,113804,30.5,,S
609,1,2," Mrs. Joseph (Juliette Marie Louise Lafargue) Laroche",female,22,1,2,SC/Paris 2123,41.5792,,C
610,1,1," Miss. Elizabeth W Shutes",female,40,0,0,PC 17582,153.4625,C125,S
611,0,3," Mrs. Anders Johan (Alfrida Konstantia Brogren) Andersson",female,39,1,5,347082,31.275,,S
612,0,3," Mr. Jose Neto Jardin",male,,0,0,SOTON/O.Q. 3101305,7.05,,S
613,1,3," Miss. Margaret Jane Murphy",female,,1,0,367230,15.5,,Q
614,0,3," Mr. John Horgan",male,,0,0,370377,7.75,,Q
615,0,3," Mr. William Alfred Brocklebank",male,35,0,0,364512,8.05,,S
616,1,2," Miss. Alice Herman",female,24,1,2,220845,65,,S
617,0,3," Mr. Ernst Gilbert Danbom",male,34,1,1,347080,14.4,,S
618,0,3," Mrs. William Arthur (Cordelia K Stanlick) Lobb",female,26,1,0,A/5. 3336,16.1,,S
619,1,2," Miss. Marion Louise Becker",female,4,2,1,230136,39,F4,S
620,0,2," Mr. Lawrence Gavey",male,26,0,0,31028,10.5,,S
621,0,3," Mr. Antoni Yasbeck",male,27,1,0,2659,14.4542,,C
622,1,1," Mr. Edwin Nelson Jr Kimball",male,42,1,0,11753,52.5542,D19,S
623,1,3," Mr. Sahid Nakid",male,20,1,1,2653,15.7417,,C
624,0,3," Mr. Henry Damsgaard Hansen",male,21,0,0,350029,7.8542,,S
625,0,3," Mr. David John ""Dai"" Bowen",male,21,0,0,54636,16.1,,S
626,0,1," Mr. Frederick Sutton",male,61,0,0,36963,32.3208,D50,S
627,0,2," Rev. Charles Leonard Kirkland",male,57,0,0,219533,12.35,,Q
628,1,1," Miss. Gretchen Fiske Longley",female,21,0,0,13502,77.9583,D9,S
629,0,3," Mr. Guentcho Bostandyeff",male,26,0,0,349224,7.8958,,S
630,0,3," Mr. Patrick D O'Connell",male,,0,0,334912,7.7333,,Q
631,1,1," Mr. Algernon Henry Wilson Barkworth",male,80,0,0,27042,30,A23,S
632,0,3," Mr. Johan Svensson Lundahl",male,51,0,0,347743,7.0542,,S
633,1,1," Dr. Max Stahelin-Maeglin",male,32,0,0,13214,30.5,B50,C
634,0,1," Mr. William Henry Marsh Parr",male,,0,0,112052,0,,S
635,0,3," Miss. Mabel Skoog",female,9,3,2,347088,27.9,,S
636,1,2," Miss. Mary Davis",female,28,0,0,237668,13,,S
637,0,3," Mr. Antti Gustaf Leinonen",male,32,0,0,STON/O 2. 3101292,7.925,,S
638,0,2," Mr. Harvey Collyer",male,31,1,1,C.A. 31921,26.25,,S
639,0,3," Mrs. Juha (Maria Emilia Ojala) Panula",female,41,0,5,3101295,39.6875,,S
640,0,3," Mr. Percival Thorneycroft",male,,1,0,376564,16.1,,S
641,0,3," Mr. Hans Peder Jensen",male,20,0,0,350050,7.8542,,S
642,1,1," Mlle. Emma Sagesser",female,24,0,0,PC 17477,69.3,B35,C
643,0,3," Miss. Margit Elizabeth Skoog",female,2,3,2,347088,27.9,,S
644,1,3," Mr. Choong Foo",male,,0,0,1601,56.4958,,S
645,1,3," Miss. Eugenie Baclini",female,0.75,2,1,2666,19.2583,,C
646,1,1," Mr. Henry Sleeper Harper",male,48,1,0,PC 17572,76.7292,D33,C
647,0,3," Mr. Liudevit Cor",male,19,0,0,349231,7.8958,,S
648,1,1," Col. Oberst Alfons Simonius-Blumer",male,56,0,0,13213,35.5,A26,C
649,0,3," Mr. Edward Willey",male,,0,0,S.O./P.P. 751,7.55,,S
650,1,3," Miss. Amy Zillah Elsie Stanley",female,23,0,0,CA. 2314,7.55,,S
651,0,3," Mr. Mito Mitkoff",male,,0,0,349221,7.8958,,S
